,cast,crew,budget,genres,keywords,original_language,original_title,popularity,production_companies,production_countries,revenue,runtime,status,vote_average,vote_count,release_year,release_month,release_quarter
55,"['Kelly Macdonald', 'Julie Walters', 'Billy Connolly']","['Brenda Chapman', 'Mark Andrews', 'Steve Purcell']",185000000,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']","['scotland', 'rebel', 'bravery', 'kingdom', 'archer', 'wish', 'bear', 'scot', 'rebellious daughter', 'turns into animal', 'archery', 'ruins', 'aftercreditsstinger', 'peace offering', 'woman director', 'courage', '3d']",en,Brave,125.114374,"['Walt Disney Pictures', 'Pixar Animation Studios']",['United States of America'],538983207,93.0,Released,6.7,4641,2012,6,2
56,"['Chris Pine', 'Zachary Quinto', 'Karl Urban']",['Justin Lin'],185000000,"['Action', 'Adventure', 'Science Fiction']","['sequel', 'stranded', 'hatred', 'space opera']",en,Star Trek Beyond,65.352913,"['Paramount Pictures', 'Bad Robot', 'Perfect Storm Entertainment', 'Alibaba Pictures Group', 'Skydance Media', 'Sneaky Shark', 'Huahua Media']",['United States of America'],343471816,122.0,Released,6.6,2568,2016,7,3
57,"['Ben Burtt', 'Elissa Knight', 'Jeff Garlin']",['Andrew Stanton'],180000000,"['Animation', 'Family']",['romantic comedy'],en,WALL·E,66.390712,"['Walt Disney Pictures', 'Pixar Animation Studios', 'FortyFour Studios']",['United States of America'],521311860,98.0,Released,7.8,6296,2008,6,2
58,"['Chris Tucker', 'Jackie Chan', 'Hiroyuki Sanada']",['Brett Ratner'],140000000,"['Action', 'Comedy', 'Crime', 'Thriller']",['ambassador'],en,Rush Hour 3,22.57178,['New Line Cinema'],['United States of America'],258022233,91.0,Released,6.1,783,2007,8,3
59,"['John Cusack', 'Amanda Peet', 'Chiwetel Ejiofor']",['Roland Emmerich'],200000000,"['Action', 'Adventure', 'Science Fiction']","['civilization', 'natural disaster', 'end of the world', 'disaster', 'apocalypse', 'destruction', 'volcanic eruption', 'mayan', 'ark', 'solar', 'destruction  of mankind']",en,2012,45.274225,"['Columbia Pictures', 'Centropolis Entertainment', 'The Mark Gordon Company', 'Farewell Productions']","['Canada', 'United States of America']",769653595,158.0,Released,5.6,4903,2009,10,4
60,"['Gary Oldman', 'Jim Carrey', 'Steve Valentine']",['Robert Zemeckis'],200000000,"['Animation', 'Drama']","['holiday', 'based on novel', 'victorian england', 'money', 'christmas eve', 'scrooge', 'christmas carol', 'ghost', 'lesson', 'charles dickens', 'christmas']",en,A Christmas Carol,39.744242,"['Walt Disney', 'ImageMovers']",['United States of America'],325233863,96.0,Released,6.6,1095,2009,11,4
61,"['Mila Kunis', 'Channing Tatum', 'Sean Bean']","['Lilly Wachowski', 'Lana Wachowski']",176000003,"['Science Fiction', 'Fantasy', 'Action', 'Adventure']","['jupiter', 'space', 'woman director', '3d', 'interspecies romance']",en,Jupiter Ascending,85.36908000000001,"['Village Roadshow Pictures', 'Dune Entertainment', 'Anarchos Productions', 'Warner Bros.']",['United States of America'],183987723,124.0,Released,5.2,2768,2015,2,1
62,"['Alexander Skarsgård', 'Margot Robbie', 'Christoph Waltz']",['David Yates'],180000000,"['Action', 'Adventure']","['africa', 'feral child', 'tarzan', 'jungle', 'animal attack']",en,The Legend of Tarzan,42.741719,"['Village Roadshow Pictures', 'Dark Horse Entertainment', 'Jerry Weintraub Productions', 'RatPac-Dune Entertainment', 'Beagle Pug Films', 'Riche Productions', 'Village Roadshow Films North America']","['Canada', 'United Kingdom', 'United States of America']",356743061,109.0,Released,5.5,2430,2016,6,2
63,"['William Moseley', 'Anna Popplewell', 'Skandar Keynes']",['Andrew Adamson'],180000000,"['Adventure', 'Family', 'Fantasy']","['saving the world', 'witch', 'based on novel', 'brother sister relationship', 'self sacrifice', 'winter', 'cupboard', 'beaver', 'lion', 'fairy-tale figure', 'battle', 'narnia', 'fantasy world', 'duringcreditsstinger']",en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",67.391328,"['Walt Disney', 'Walden Media']","['United Kingdom', 'United States of America']",748806957,143.0,Released,6.7,2629,2005,12,4
64,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence']",['Bryan Singer'],178000000,['Science Fiction'],"['mutant', 'supernatural powers', 'marvel comic', 'superhero', 'based on comic book', 'superhuman', 'apocalypse', 'superhero team', 'world domination', 'aftercreditsstinger', '1980s']",en,X-Men: Apocalypse,139.272042,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment', 'Bad Hat Harry Productions', 'TSG Entertainment', 'Kinberg Genre']",['United States of America'],543934787,144.0,Released,6.4,4721,2016,5,2
65,"['Christian Bale', 'Heath Ledger', 'Aaron Eckhart']",['Christopher Nolan'],185000000,"['Drama', 'Action', 'Crime', 'Thriller']","['dc comics', 'crime fighter', 'secret identity', 'scarecrow', 'sadism', 'chaos', 'gotham city', 'vigilante', 'joker', 'superhero', 'based on comic book', 'tragic hero', 'organized crime', 'criminal mastermind', 'district attorney', 'imax', 'super villain', 'super powers', 'batman']",en,The Dark Knight,187.322927,"['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy']","['United Kingdom', 'United States of America']",1004558444,152.0,Released,8.2,12002,2008,7,3
66,"['Ed Asner', 'Christopher Plummer', 'Jordan Nagai']",['Pete Docter'],175000000,"['Animation', 'Comedy', 'Family', 'Adventure']","['age difference', 'central and south america', 'balloon', 'animation', 'floating in the air', 'duringcreditsstinger', 'exploring']",en,Up,92.201962,['Pixar Animation Studios'],['United States of America'],735099082,96.0,Released,7.7,6870,2009,5,2
67,"['Seth Rogen', 'Reese Witherspoon', 'Hugh Laurie']","['Conrad Vernon', 'Rob Letterman']",175000000,"['Animation', 'Family', 'Adventure', 'Science Fiction']","['alien', 'giant robot', 'duringcreditsstinger']",en,Monsters vs Aliens,36.167578000000006,['DreamWorks Animation'],['United States of America'],381509870,94.0,Released,6.0,1423,2009,3,1
68,"['Robert Downey Jr.', 'Terrence Howard', 'Jeff Bridges']",['Jon Favreau'],140000000,"['Action', 'Science Fiction', 'Adventure']","['middle east', 'arms dealer', 'malibu', 'marvel comic', 'superhero', 'based on comic book', 'tony stark', 'iron man', 'aftercreditsstinger', 'marvel cinematic universe', 'counter terrorism', 'agent coulson']",en,Iron Man,120.725053,['Marvel Studios'],['United States of America'],585174222,126.0,Released,7.4,8776,2008,4,2
69,"['Ben Kingsley', 'Sacha Baron Cohen', 'Asa Butterfield']",['Martin Scorsese'],170000000,"['Adventure', 'Drama', 'Family']","['library', 'clock', 'film director', 'key', 'toy', 'boy', 'love', 'orphan', 'robot', 'automaton', 'hiding', 'filmmaking', 'leg brace', 'doberman', '3d']",en,Hugo,32.319043,"['Paramount Pictures', 'Infinitum Nihil', 'GK Films']","['France', 'United States of America', 'United Kingdom']",185770160,126.0,Released,7.0,2141,2011,11,4
70,"['Will Smith', 'Kevin Kline', 'Kenneth Branagh']",['Barry Sonnenfeld'],170000000,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']","['steampunk', 'based on tv series', 'steam locomotive', 'drag']",en,Wild Wild West,40.748915000000004,"['Todman, Simon, LeMasters Productions', 'Warner Bros.', 'Peters Entertainment', 'Sonnenfeld Josephson Worldwide Entertainment']",['United States of America'],222104681,106.0,Released,5.1,1020,1999,6,2
71,"['Brendan Fraser', 'Jet Li', 'John Hannah']",['Rob Cohen'],145000000,"['Adventure', 'Action', 'Fantasy']",[],en,The Mummy: Tomb of the Dragon Emperor,60.034162,"['Universal Pictures', 'China Film Co-Production Corporation', 'Relativity Media', 'Alphaville Films', 'Sommers Company, The']","['Germany', 'United States of America']",401128639,112.0,Released,5.2,1387,2008,7,3
72,"['Will Smith', 'Margot Robbie', 'Joel Kinnaman']",['David Ayer'],175000000,"['Action', 'Adventure', 'Crime', 'Fantasy', 'Science Fiction']","['dc comics', 'shared universe', 'anti hero', 'secret mission', 'villain', 'superhero', 'supervillain', 'dc extended universe']",en,Suicide Squad,90.23791999999999,"['DC Comics', 'Dune Entertainment', 'Atlas Entertainment', 'Warner Bros.', 'DC Entertainment']",['United States of America'],745000000,123.0,Released,5.9,7458,2016,8,3
73,"['Steve Carell', 'Lauren Graham', 'John Goodman']",['Tom Shadyac'],175000000,"['Fantasy', 'Comedy', 'Family']","['father son relationship', 'daily life', 'married couple', 'support', 'father', 'marriage', 'faith', 'baustelle', 'rescue', 'animal', 'nature', 'duringcreditsstinger', ""noah's ark""]",en,Evan Almighty,27.082182,"['Columbia Pictures', 'Universal Pictures', 'Spyglass Entertainment', 'Shady Acres Entertainment', 'Original Film', 'Playtone', 'Relativity Media']",['United States of America'],173000000,96.0,Released,5.3,1151,2007,6,2
74,"['Tom Cruise', 'Emily Blunt', 'Brendan Gleeson']",['Doug Liman'],178000000,"['Action', 'Science Fiction']","['deja vu', 'time warp', 'restart', 'dystopia', 'war', 'alien', 'military officer', 'soldier', 'alien invasion', 'exoskeleton']",en,Edge of Tomorrow,79.456485,"['Village Roadshow Pictures', 'Warner Bros.', 'Viz Media', 'Province of British Columbia Production Services Tax Credit', '3 Arts Entertainment', 'RatPac-Dune Entertainment']","['Australia', 'United States of America']",370541256,113.0,Released,7.6,4858,2014,5,2
75,"['Kevin Costner', 'Chaim Girafi', 'Rick Aviles']",['Kevin Reynolds'],175000000,"['Adventure', 'Action']","['ocean', 'tattoo', 'mutant', 'water', 'dystopia', 'doomsday']",en,Waterworld,44.640291999999995,"['Universal Pictures', 'Gordon Company', 'Davis Entertainment', 'Licht/Mueller Film Corporation']",['United States of America'],264218220,135.0,Released,5.9,992,1995,7,3
76,"['Dennis Quaid', 'Channing Tatum', 'Marlon Wayans']",['Stephen Sommers'],175000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['terrorist', 'secret', 'hostage', 'technology', 'warhead', 'government', 'president', 'revenge', 'murder', 'attack', 'explosion', 'scientist', 'lasers', 'evil', 'cobra']",en,G.I. Joe: The Rise of Cobra,32.852443,"['Paramount Pictures', 'Spyglass Entertainment', 'Di Bonaventura Pictures', 'Hasbro', 'Kontsept Film Company']","['Czech Republic', 'United States of America']",302469017,118.0,Released,5.6,1962,2009,8,3
77,"['Amy Poehler', 'Phyllis Smith', 'Richard Kind']",['Pete Docter'],175000000,"['Drama', 'Comedy', 'Animation', 'Family']","['dream', 'cartoon', 'imaginary friend', 'animation', 'family', 'moving', 'kids', 'unicorn', 'duringcreditsstinger', '3d', 'emotions']",en,Inside Out,128.65596399999998,"['Walt Disney Pictures', 'Pixar Animation Studios']",['United States of America'],857611174,94.0,Released,8.0,6560,2015,6,2
78,"['Neel Sethi', 'Bill Murray', 'Ben Kingsley']",['Jon Favreau'],175000000,"['Family', 'Adventure', 'Drama', 'Fantasy']","['based on novel', 'snake', 'wolf', 'elephant', 'tiger', 'feral child', 'panther', 'remake', 'bear', 'jungle', 'talking animal', 'orphan', 'animal', 'talking to animals']",en,The Jungle Book,94.19931600000001,"['Walt Disney Pictures', 'Walt Disney Studios Motion Pictures', 'Fairview Entertainment', 'Moving Picture Company (MPC)']","['United Kingdom', 'United States of America']",966550600,106.0,Released,6.7,2892,2016,4,2
79,"['Robert Downey Jr.', 'Gwyneth Paltrow', 'Don Cheadle']",['Jon Favreau'],200000000,"['Adventure', 'Action', 'Science Fiction']","['malibu', 'marvel comic', 'superhero', 'based on comic book', 'revenge', 'aftercreditsstinger', 'marvel cinematic universe']",en,Iron Man 2,77.30019399999999,['Marvel Studios'],['United States of America'],623933331,124.0,Released,6.6,6849,2010,4,2
80,"['Kristen Stewart', 'Charlize Theron', 'Chris Hemsworth']",['Rupert Sanders'],170000000,"['Adventure', 'Fantasy', 'Drama']","['queen', 'magic', 'fairy tale', 'immortality', 'forest', 'deception', 'woman', 'eternal youth', 'snow white', 'evil queen', 'evil stepmother', 'imprisoned', 'sorceress']",en,Snow White and the Huntsman,77.178973,"['Universal Pictures', 'Roth Films']",['United States of America'],396600000,127.0,Released,5.8,3118,2012,5,2
81,"['Angelina Jolie', 'Elle Fanning', 'Sharlto Copley']",['Robert Stromberg'],180000000,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']","['fairy tale', 'villain', 'sleeping beauty', 'dark fantasy', 'based on fairy tale', 'adaptation', 'retelling', 'literary adaptation', '3d']",en,Maleficent,110.62064699999999,"['Walt Disney Pictures', 'Walt Disney Studios Motion Pictures', 'Roth Films']",['United States of America'],758539785,97.0,Released,7.0,4496,2014,5,2
82,"['Andy Serkis', 'Jason Clarke', 'Gary Oldman']",['Matt Reeves'],170000000,"['Science Fiction', 'Action', 'Drama', 'Thriller']","['leader', 'colony', 'post-apocalyptic', 'dystopia', 'forest', 'sequel', 'woods', 'ape', 'scientist', 'monkey', 'medical research', 'animal attack', 'plague', '3d']",en,Dawn of the Planet of the Apes,243.79174300000003,"['Ingenious Media', 'Chernin Entertainment', 'TSG Entertainment']",['United States of America'],710644566,130.0,Released,7.3,4410,2014,6,2
84,"['Keanu Reeves', 'Hiroyuki Sanada', 'Kou Shibasaki']",['Carl Rinsch'],175000000,"['Drama', 'Action', 'Adventure', 'Fantasy']","['japan', 'suicide', 'samurai', 'based on true story', 'samurai sword', 'ronin', 'shogun', 'half breed', '3d']",en,47 Ronin,41.796339,"['Mid Atlantic Films', 'Stuber Productions', 'Universal', 'Moving Picture Company (MPC)', 'H2F Entertainment']",['United States of America'],150962475,119.0,Released,5.9,1326,2013,12,4
85,"['Chris Evans', 'Samuel L. Jackson', 'Scarlett Johansson']","['Anthony Russo', 'Joe Russo']",170000000,"['Action', 'Adventure', 'Science Fiction']","['washington d.c.', 'future', 'shield', 'marvel comic', 'superhero', 'based on comic book', 'captain america', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe', '3d', 'political thriller']",en,Captain America: The Winter Soldier,72.22526500000001,['Marvel Studios'],['United States of America'],714766572,136.0,Released,7.6,5764,2014,3,1
86,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz']",['Mike Mitchell'],165000000,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']","['ogre', '3d']",en,Shrek Forever After,44.041185999999996,['DreamWorks Animation'],['United States of America'],752600867,93.0,Released,6.0,1959,2010,5,2
87,"['Britt Robertson', 'George Clooney', 'Raffey Cassidy']",['Brad Bird'],190000000,"['Adventure', 'Family', 'Mystery', 'Science Fiction']","['inventor', 'apocalypse', 'destiny', 'imax', 'dreamer', 'futuristic car', 'futuristic city']",en,Tomorrowland,130.311355,"['Walt Disney Pictures', 'Babieka', 'A113']",['United States of America'],209154322,130.0,Released,6.2,2846,2015,5,2
88,"['Scott Adsit', 'Ryan Potter', 'Daniel Henney']","['Chris Williams', 'Don Hall']",165000000,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']","['brother brother relationship', 'hero', 'talent', 'revenge', 'best friend', 'another dimension', 'robot', 'boy genius', 'hate', 'aftercreditsstinger', 'moral dilemma', '3d', 'teen superheroes', 'dead brother']",en,Big Hero 6,203.73459,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",['United States of America'],652105443,102.0,Released,7.8,6135,2014,10,4
89,"['John C. Reilly', 'Sarah Silverman', 'Jack McBrayer']",['Rich Moore'],165000000,"['Family', 'Animation', 'Comedy', 'Adventure']","['support group', 'product placement', 'bullying', 'racing', 'arcade', 'medal', 'self esteem', 'curiosity', 'precocious child', 'aftercreditsstinger', 'duringcreditsstinger', 'first person shooter', 'glitch', 'carefree', 'video gamer', 'q*bert', 'interrupted wedding', 'social reject']",en,Wreck-It Ralph,62.341073,['Walt Disney Animation Studios'],['United States of America'],471222889,108.0,Released,7.1,4570,2012,11,4
90,"['Tom Hanks', 'Michael Jeter', 'Nona Gaye']",['Robert Zemeckis'],165000000,"['Adventure', 'Animation', 'Family', 'Fantasy']","['santa claus', 'nerd', 'faith', 'gift', 'bell', 'beard', 'north pole', 'chute', 'trestle', 'ticket', 'christmas']",en,The Polar Express,47.323228,"['Golden Mean', 'Playtone', 'ImageMovers']",['United States of America'],305875730,100.0,Released,6.4,1474,2004,11,4
91,"['Liam Hemsworth', 'Jeff Goldblum', 'Bill Pullman']",['Roland Emmerich'],165000000,"['Action', 'Adventure', 'Science Fiction']","['alternate history', 'alien invasion']",en,Independence Day: Resurgence,48.775723,"['Twentieth Century Fox Film Corporation', 'Centropolis Entertainment', 'TSG Entertainment', 'Stereo D']",['United States of America'],389681935,120.0,Released,4.9,2491,2016,6,2
92,"['Jay Baruchel', 'Gerard Butler', 'Craig Ferguson']","['Chris Sanders', 'Dean DeBlois']",165000000,"['Fantasy', 'Adventure', 'Animation', 'Family']","['flying', 'blacksmith', 'arena', 'island', 'night', 'ship', 'training', 'village', 'forest', 'viking', 'friendship', 'ignorance', 'flight', 'nest', 'dragon', 'battle', 'combat', 'well', 'warrior']",en,How to Train Your Dragon,67.263269,"['DreamWorks Animation', 'Vertigo Entertainment', 'Mad Hatter Entertainment']",['United States of America'],494878759,98.0,Released,7.5,4227,2010,3,1
93,"['Arnold Schwarzenegger', 'Nick Stahl', 'Claire Danes']",['Jonathan Mostow'],200000000,"['Action', 'Thriller', 'Science Fiction']","['saving the world', 'artificial intelligence', 'man vs machine', 'cyborg', 'killer robot', 'sun glasses', 'leather jacket', 'nanotechnology', 'rocket launcher', 'firemen', 'veterinarian', 'fire engine', 'dystopia', 'psychiatrist']",en,Terminator 3: Rise of the Machines,69.405188,"['Columbia Pictures', 'Intermedia Films', 'Warner Bros.', 'C-2 Pictures', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'Mostow/Lieberman Productions']","['Germany', 'United Kingdom', 'United States of America']",435000000,109.0,Released,5.9,2143,2003,7,3
